iD_EQ,TYPE,SS_TYPE,LIBELLE_EQ,ACCES,VOIE,QUARTIER,COMMUNE,CODE_POST,CODE_INSEE,X_L93,Y_L93,X_WGS84,Y_WGS84
80,Culte,Cimetière,Cimetière ancien de Neuilly,1 r de Vimy,Vimy (rue de),Parc Nord,NANTERRE,92000,92050,643749.992058091,6866454.66209607,2.23278996353746,48.8956397743844
75,Culte,Cimetière,Cimetière de La Garenne Colombes,82 r Jules Ferry,Ferry (rue Jules),Parc Nord,NANTERRE,92000,92050,643637.708542846,6867164.37577274,2.23116434467057,48.9020120103012
78,Culte,Cimetière,Cimetière de Puteaux,467 bd Aimé Césaire,Césaire (boulevard Aimé),Parc Nord,NANTERRE,92000,92050,643409.674758151,6866179.00499589,2.22818532124648,48.893131110685
74,Culte,Cimetière,Cimetière de la Maison Départementale,3 av du Cimetière,Cimetière (avenue du),Petit Nanterre,NANTERRE,92000,92050,642295.614356004,6868076.58727639,2.21273403444063,48.9100960313459
76,Culte,Cimetière,Cimetière du Centre,111 r de Courbevoie,Courbevoie (rue de),Centre,NANTERRE,92000,92050,641913.043688439,6866296.70096046,2.20775856667087,48.8940561940703
77,Culte,Cimetière,Cimetière paysager du Mont-Valérien,102 r du Calvaire,Calvaire (rue du),Plateau - Mont-Valérien,NANTERRE,92000,92050,641916.944173776,6864283.4717375,2.20808712989571,48.8759525311068
79,Culte,Cimetière,Crématorium,104 r du Calvaire,Calvaire (rue du),Plateau - Mont-Valérien,NANTERRE,92000,92050,641923.280653872,6864160.80467751,2.20819028692364,48.874850006254
81,Culte,Lieu de Culte Catholique,Cathédrale Sainte Geneviève,28 r de l'Eglise,Eglise (rue de l'),Centre,NANTERRE,92000,92050,641050.72079052,6865949.26395394,2.1960464937531,48.8908535028121
87,Culte,Lieu de Culte Catholique,Chapelle Saint Joseph,9 r Edmond Dubuis,Dubuis (rue Edmond),Parc Sud,NANTERRE,92000,92050,642802.494183213,6865933.06768408,2.21993787934283,48.8908658667763
82,Culte,Lieu de Culte Catholique,Eglise Saint Paul,55 bd Emile Zola,Zola (boulevard Emile),Université,NANTERRE,92000,92050,642297.861743338,6866477.59185072,2.21298211866165,48.8957174517838
84,Culte,Lieu de Culte Catholique,Eglise Sainte Catherine,50 r des Pâquerettes,Pâquerettes (rue des),Petit Nanterre,NANTERRE,92000,92050,642501.121439986,6867887.16693912,2.21556327285479,48.9084110927228
83,Culte,Lieu de Culte Catholique,Eglise Sainte Marie des Fontenelles,30 av Félix Faure,Faure (avenue Félix),Plateau - Mont-Valérien,NANTERRE,92000,92050,642543.952026501,6865240.67787048,2.21650579311248,48.8846165220526
85,Culte,Lieu de Culte Catholique,Evêché,85 r de Suresnes,Suresnes (rue de),Plateau - Mont-Valérien,NANTERRE,92000,92050,642521.833436556,6865121.11979691,2.21622037698074,48.8835394169829
86,Culte,Lieu de Culte Catholique,Notre Dame de la Miséricorde,36 r André Doucet,Doucet (rue André),Chemin de l'Ile,NANTERRE,92000,92050,641096.299205422,6867054.58101591,2.19651466723101,48.9007971536202
88,Culte,Lieu de Culte Judaïque,Centre Communautaire Juif,13 r du Castel Marly,Castel Marly (rue du),Centre,NANTERRE,92000,92050,641052.221406862,6865782.88577709,2.196090058279,48.8893574894438
412,Culte,Lieu de Culte Musulman,Mosquée El Emir Abdelkader,38 av de la République,République (avenue de la),République,NANTERRE,92000,92050,641341.222787432,6866816.04094017,2.19988832673426,48.8986744722332
89,Culte,Lieu de Culte Musulman,Mosquée OkbaIbn Nafaa,331 av de la République,République (avenue de la),Petit Nanterre,NANTERRE,92000,92050,642582.57426542,6868003.77836694,2.21665865002194,48.9094669736569
92,Culture,Espace Culturel,Ateliers d'Arts Plastiques,9 r des Anciennes Mairies,Anciennes Mairies (rue des),Centre,NANTERRE,92000,92050,641146.640067108,6865970.34452077,2.19735163363421,48.8910518442478
91,Culture,Espace Culturel,Auditorium - Parc des Anciennes Mairies,9 r des Anciennes Mairies,Anciennes Mairies (rue des),Centre,NANTERRE,92000,92050,641112.88724196,6866076.95134564,2.19687655356895,48.8920074155151
475,Culture,Espace Culturel,Espace Pierre Reverdy,200 av de la République,République (avenue de la),Université,NANTERRE,92000,92050,642616.909025133,6867361.18872263,2.21721395158912,48.903691639169
95,Culture,Espace Culturel,L'Agora - Maison des initiatives citoyennes,20 r de Stalingrad,Stalingrad (rue de),Centre,NANTERRE,92000,92050,641281.054463416,6866152.45419027,2.19915947736462,48.8927017309041
526,Culture,Espace Culturel,La Terrasse - Espace d'art de Nanterre,57 bd de Pesaro,Pesaro (boulevard de),Parc Nord,NANTERRE,92000,92050,642816.541137576,6866647.01608936,2.22003326531631,48.897287270466
106,Culture,Espace Culturel,Maison de la Musique - Conservatoire (musique et danse),8 r des Anciennes Mairies,Anciennes Mairies (rue des),Centre,NANTERRE,92000,92050,641209.965800956,6866003.4241747,2.19821063653367,48.8913550973786
96,Culture,Médiathèque,Maison de la Musique - Médiathèque Musicale,8 r des Anciennes Mairies,Anciennes Mairies (rue des),Centre,NANTERRE,92000,92050,641206.900024414,6865995.35839821,2.19816994477056,48.8912822862333
100,Culture,Médiathèque,Médiathèque Flora Tristan,2 r des Anciennes Mairies,Anciennes Mairies (rue des),Centre,NANTERRE,92000,92050,641164.910613813,6865924.27182182,2.19760717695914,48.8906392069524
97,Culture,Médiathèque,Médiathèque Pierre et Marie Curie,5 pl de l'Hôtel de Ville,Hôtel de Ville (place de l'),Centre,NANTERRE,92000,92050,641805.574951082,6866058.62103767,2.20632554822877,48.8919055649116
98,Culture,Médiathèque,Médiathèque des Fontenelles,27 r de la Paix,Paix (rue de la),Parc Sud,NANTERRE,92000,92050,643038.402646095,6865616.45012091,2.22319747930078,48.8880395960003
99,Culture,Médiathèque,Médiathèque du Petit Nanterre,6 pl des Muguets,Muguets (place des),Petit Nanterre,NANTERRE,92000,92050,642840.324861191,6868079.12594523,2.22016473979778,48.9101674668572
674,Culture,Médiathèque mobile,Bibliobus Arrêt Abdelmalek Sayad,92 all des Pouvins,Pouvins (allée des),Vieux-Pont - Sainte-Geneviève,NANTERRE,92000,92050,641025.246621385,6865532.04568757,2.19575705150548,48.88709934347
366,Culture,Médiathèque mobile,Bibliobus Arrêt Anatole France,all de l'Archéologie,Archéologie (allée de l'),République,NANTERRE,92000,92050,642046.477979228,6867383.28178035,2.20942997015442,48.9038392026999
367,Culture,Médiathèque mobile,Bibliobus Arrêt Berthelot - Balzac,10 bd Jules Mansart,Mansart (boulevard Jules),Université,NANTERRE,92000,92050,642219.988473706,6866709.15009747,2.21188852937007,48.8977927394189
516,Culture,Médiathèque mobile,Bibliobus Arrêt Esplanade,11 all de la Danse,Danse (allée de la),Parc Nord,NANTERRE,92000,92050,642899.692656487,6866343.34773779,2.22120820565138,48.8945639284944
373,Culture,Médiathèque mobile,Bibliobus Arrêt Mont-Valérien,3 r Gustave Courbet,Courbet (rue Gustave),Plateau - Mont-Valérien,NANTERRE,92000,92050,641634.866047598,6865190.75177031,2.20411681920475,48.8840858007105
376,Culture,Médiathèque mobile,Bibliobus Arrêt Nelson Mandela,55 pl Nelson Mandela,Mandela (place Nelson),Université,NANTERRE,92000,92050,642763.792544171,6866752.27912225,2.21929964093871,48.8982291536356
378,Culture,Médiathèque mobile,Bibliobus Arrêt Vieux-Pont,9 r Paul Langevin,Langevin (rue Paul),Vieux-Pont - Sainte-Geneviève,NANTERRE,92000,92050,640200.117629409,6865947.75958988,2.18444695214876,48.8907615321679
370,Culture,Médiathèque mobile,Bibliobus Arrêt Voltaire,12 r Voltaire,Voltaire (rue),Chemin de l'Ile,NANTERRE,92000,92050,640882.773373567,6866827.61000796,2.19363385183259,48.898736568081
103,Culture,Salle de Spectacles,Cinéma Les Lumières,49 r Maurice Thorez,Thorez (rue Maurice),Centre,NANTERRE,92000,92050,641022.036802106,6866145.80220228,2.19562802334866,48.8926182374549
109,Culture,Salle de Spectacles,Espace Chevreul,97 av de la Liberté,Liberté (avenue de la),La Boule - Champs Pierreux,NANTERRE,92000,92050,642321.459857225,6865985.14893354,2.2133708684137,48.8912912922873
110,Culture,Salle de Spectacles,La Forge,19 r des Anciennes Mairies,Anciennes Mairies (rue des),Centre,NANTERRE,92000,92050,641186.836120613,6866088.89516353,2.19788337067467,48.8921215792584
418,Culture,Salle de Spectacles,Le Cinéart,5 bis r des Anciennes Mairies,Anciennes Mairies (rue des),Centre,NANTERRE,92000,92050,641161.007425413,6865936.07091793,2.19755231371292,48.890744953241
108,Culture,Salle de Spectacles,Maison Daniel Féry,10 bd Jules Mansart,Mansart (boulevard Jules),Université,NANTERRE,92000,92050,642244.435950235,6866765.68502391,2.2122142744089,48.8983033192274
417,Culture,Salle de Spectacles,Maison de la Musique - Salle de Spectacles,8 r des Anciennes Mairies,Anciennes Mairies (rue des),Centre,NANTERRE,92000,92050,641200.271668665,6866005.2529818,2.19807818196203,48.8913706575825
104,Culture,Salle de Spectacles,Salle des Congrès,88 r du 8 Mai 1945,8 Mai 1945 (rue du),Centre,NANTERRE,92000,92050,641807.219913766,6866089.39086278,2.20634376348024,48.8921824101999
105,Culture,Salle de Spectacles,Salle des Fêtes,4 r des Anciennes Mairies,Anciennes Mairies (rue des),Centre,NANTERRE,92000,92050,641176.644948967,6865908.42266989,2.19776939472245,48.8904977561573
525,Culture,Salle de Spectacles,Studio Jenny,1 av Jenny,Jenny (avenue),Parc Nord,NANTERRE,92000,92050,643581.940247446,6866800.5945451,2.23045201985024,48.8987358495525
474,Culture,Salle de Spectacles,Théatre Bernard Marie Koltès,200 av de la République,République (avenue de la),Université,NANTERRE,92000,92050,642605.578221358,6867377.50693244,2.21705718649874,48.9038373685245
102,Culture,Salle de Spectacles,Théâtre Nanterre-Amandiers,7 av Pablo Picasso,Picasso (avenue Pablo),La Boule - Champs Pierreux,NANTERRE,92000,92050,642359.078736253,6866175.61008514,2.21385802680051,48.8930073782192
40,Enseignement,Accueil pré et post scolaire,Accueil Maternel Jules Ferry,5 r des Chailliers,Chailliers (rue des),Plateau - Mont-Valérien,NANTERRE,92000,92050,641506.928005271,6864958.05645085,2.202404389258,48.881981670706
116,Enseignement,Collège Public,Collège André Doucet,48 bd de la Seine,Seine (boulevard de la),Chemin de l'Ile,NANTERRE,92000,92050,641037.347540304,6866919.0664276,2.19572941051495,48.8995731569186
114,Enseignement,Collège Public,Collège Evariste Galois,21 r des Fontenelles,Fontenelles (rue des),Parc Sud,NANTERRE,92000,92050,642841.356237635,6865535.00856804,2.22052143550245,48.8872897689623
112,Enseignement,Collège Public,Collège Jean Perrin,20 r des Goulvents,Goulvents (rue des),Vieux-Pont - Sainte-Geneviève,NANTERRE,92000,92050,640418.04015512,6865716.72269865,2.18745120007652,48.8887041453971
113,Enseignement,Collège Public,Collège Les Chenevreux,20 r des Chenevreux,Chenevreux (rue des),Plateau - Mont-Valérien,NANTERRE,92000,92050,642042.557624884,6865255.0836626,2.2096670621754,48.884701131885
111,Enseignement,Collège Public,Collège Paul Eluard,16 all Le Corbusier,Le Corbusier (allée),Parc Nord,NANTERRE,92000,92050,643019.641130507,6866236.5326593,2.22285841635561,48.8936140248546
117,Enseignement,Collège Public,Collège République,152 av de la République,République (avenue de la),République,NANTERRE,92000,92050,641803.072385155,6867258.01887824,2.20612696740734,48.9026908309977
115,Enseignement,Collège Public,Collège Victor Hugo,77 r de Courbevoie,Courbevoie (rue de),Centre,NANTERRE,92000,92050,641688.485759586,6866204.45282646,2.20470872465697,48.893206357215
426,Enseignement,Ecole Elémentaire Publique,Ecole Elémentaire Abdelmalek Sayad,56 r Abdelmalek Sayad,Sayad (rue Abdelmalek),Vieux-Pont - Sainte-Geneviève,NANTERRE,92000,92050,640955.020631239,6865492.24378959,2.19480497563119,48.8867349890851
130,Enseignement,Ecole Elémentaire Publique,Ecole Elémentaire Anatole France,162 av de la République,République (avenue de la),République,NANTERRE,92000,92050,641966.120018832,6867235.72874153,2.20835402374142,48.9025051101781
137,Enseignement,Ecole Elémentaire Publique,Ecole Elémentaire Balzac,4 bd Honoré de Balzac,Balzac (boulevard Honoré de),Université,NANTERRE,92000,92050,642021.928714953,6866554.01113599,2.20920839292662,48.8963798561966
120,Enseignement,Ecole Elémentaire Publique,Ecole Elémentaire Elsa Triolet,130 r Salvador Allende,Allende (rue Salvador),Parc Nord,NANTERRE,92000,92050,643174.772557355,6866177.2755983,2.22498201315377,48.8930948685117
125,Enseignement,Ecole Elémentaire Publique,Ecole Elémentaire Henri Wallon,3 r de Zilina,Zilina (rue de),Chemin de l'Ile,NANTERRE,92000,92050,640528.82634145,6866636.76845203,2.18883305024653,48.8969878432873
123,Enseignement,Ecole Elémentaire Publique,Ecole Elémentaire Jacques Decour,8 r Jacques Decour,Decour (rue Jacques),Parc Sud,NANTERRE,92000,92050,643223.319502071,6865507.09282499,2.22573370730277,48.8870725304686
121,Enseignement,Ecole Elémentaire Publique,Ecole Elémentaire Jean de la Fontaine,5 r de l'Agriculture,Agriculture (rue de l'),Petit Nanterre,NANTERRE,92000,92050,643129.84375488,6868167.83873962,2.22410252822612,48.9109908493477
122,Enseignement,Ecole Elémentaire Publique,Ecole Elémentaire Joliot Curie,15 r de la Côte des Amandiers,Côte des Amandiers (rue de la),La Boule - Champs Pierreux,NANTERRE,92000,92050,641768.059973605,6865748.0980367,2.20585653233995,48.8891098016406
425,Enseignement,Ecole Elémentaire Publique,Ecole Elémentaire Jules Ferry,1 r des Chailliers,Chailliers (rue des),Plateau - Mont-Valérien,NANTERRE,92000,92050,641523.920419537,6865059.81851273,2.20262206567214,48.8828983134499
386,Enseignement,Ecole Elémentaire Publique,Ecole Elémentaire Lucie Aubrac,1 all de Savoie,Savoie (allée de),Université,NANTERRE,92000,92050,642809.602904506,6866859.33410358,2.21991002689322,48.8991959091037
133,Enseignement,Ecole Elémentaire Publique,Ecole Elémentaire Maxime Gorki,14 all de l'Arlequin,Arlequin (allée de l'),Parc Sud,NANTERRE,92000,92050,643425.440159924,6865882.24162691,2.22843987334541,48.8904638537835
136,Enseignement,Ecole Elémentaire Publique,Ecole Elémentaire Pablo Neruda,18 r Pablo Neruda,Neruda (rue Pablo),Parc Nord,NANTERRE,92000,92050,642596.795507982,6866442.89644877,2.21706379574805,48.8954321793454
118,Enseignement,Ecole Elémentaire Publique,Ecole Elémentaire Pablo Picasso,75 av Pablo Picasso,Picasso (avenue Pablo),Parc Sud,NANTERRE,92000,92050,642945.099800475,6865871.58869615,2.22189087700291,48.8903256703806
